City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Mehendiganj,BD,22.8167,90.5333,79.0,88,62,4.29,broken clouds
448,Oriximina,BR,-1.7656,-55.8661,96.01,36,87,7.49,overcast clouds
449,Grindavik,IS,63.8424,-22.4338,43.27,81,75,8.05,broken clouds
450,Key West,US,24.5557,-81.7826,82.0,69,2,11.99,clear sky
451,Vaitape,PF,-16.5167,-151.75,77.61,75,38,26.37,light rain
452,Fort-Shevchenko,KZ,44.5086,50.263,66.69,54,52,9.89,broken clouds
453,Kenora,CA,49.8167,-94.4337,60.78,59,100,4.0,overcast clouds
454,Siaya,KE,0.0612,34.2882,64.6,84,80,2.57,broken clouds
455,Tadine,NC,-21.55,167.8833,72.0,58,100,8.72,overcast clouds
456,Douglas,US,41.3,-96.167,74.61,49,40,12.66,scattered clouds
457,Walvis Bay,NA,-22.9575,14.5053,55.4,87,0,16.42,clear sky
458,Vanimo,PG,-2.6741,141.3028,77.72,90,100,6.06,overcast clouds
459,Kenai,US,60.5544,-151.2583,52.03,84,98,14.79,light rain
460,Bandarbeyla,SO,9.4942,50.8122,77.41,83,72,18.01,broken clouds
461,Itarema,BR,-2.9248,-39.9167,80.46,74,44,18.16,scattered clouds
462,Jalu,LY,29.0331,21.5482,78.66,38,1,8.59,clear sky
463,Santa Cruz De Tenerife,ES,28.4682,-16.2546,77.45,71,20,12.66,few clouds
464,Takoradi,GH,4.8845,-1.7554,76.08,91,7,7.47,clear sky
465,Isangel,VU,-19.55,169.2667,73.96,72,29,9.95,scattered clouds
466,Tabuk,PH,17.4189,121.4443,73.2,94,99,1.9,overcast clouds
467,Huarmey,PE,-10.0681,-78.1522,66.72,69,4,13.18,clear sky
468,Ipixuna,BR,-1.7625,-48.8043,84.97,64,20,7.9,few clouds
469,Jasper,US,37.2001,-94.3502,86.95,26,86,3.0,overcast clouds
470,Leshan,CN,29.5623,103.7639,61.47,88,100,2.98,light rain
471,Mindelo,CV,16.8901,-24.9804,80.15,78,75,8.05,broken clouds
472,Buchanan,LR,5.8808,-10.0467,77.97,88,100,6.51,light rain
473,Villamontes,BO,-21.25,-63.5,103.32,19,3,11.97,clear sky
474,Cockburn Town,TC,21.4612,-71.1419,83.88,67,45,5.55,scattered clouds
475,Rong Kwang,TH,18.339,100.3174,72.77,97,100,1.45,overcast clouds
476,Puerto Escondido,MX,15.85,-97.0667,85.24,64,55,6.71,broken clouds
477,Ypsonas,CY,34.6884,32.9574,74.37,69,20,12.66,few clouds
478,Thonon-Les-Bains,FR,46.25,6.5,55.8,75,0,5.1,clear sky
479,Bayamo,CU,20.3792,-76.6433,84.85,75,79,8.05,broken clouds
480,Tamiahua,MX,21.2667,-97.45,76.33,79,95,8.86,overcast clouds
481,Sambava,MG,-14.2667,50.1667,68.85,90,5,10.42,light rain
482,Jacareacanga,BR,-6.2222,-57.7528,90.5,41,95,2.75,overcast clouds
483,Kisangani,CD,0.5167,25.2,69.31,97,100,1.16,light rain
484,Concordia,AR,-31.393,-58.0209,74.21,53,83,9.57,broken clouds
485,Killybegs,IE,54.6333,-8.45,52.81,76,43,23.91,scattered clouds
486,Okha,RU,53.5739,142.9478,33.67,73,100,19.22,overcast clouds
487,Mananara,MG,-16.1667,49.7667,68.02,92,85,4.07,light rain
488,Khani,GE,41.9563,42.9566,54.97,98,100,2.48,overcast clouds
489,Rosarito,MX,32.3333,-117.0333,82.63,74,30,8.68,scattered clouds
490,Dickinson,US,29.4608,-95.0513,89.1,48,0,6.91,clear sky
491,Dali,CN,25.7,100.1833,61.29,93,92,4.12,overcast clouds
492,At-Bashi,KG,41.1702,75.8106,44.64,53,100,2.24,overcast clouds
493,Kiruna,SE,67.8557,20.2251,34.72,100,100,6.91,overcast clouds
494,Diamantino,BR,-14.4086,-56.4461,91.67,40,98,7.76,overcast clouds
495,San Fernando,PH,15.0286,120.6898,75.56,90,87,4.65,overcast clouds
496,Oktyabrskiy,RU,54.4815,53.471,46.4,79,100,10.2,light rain
497,Cortland,US,42.6001,-76.083,69.96,39,0,8.05,clear sky
498,Druzhba,UA,52.0428,33.9453,47.28,92,100,9.28,light rain
499,Severnoye,RU,56.3491,78.3619,41.38,97,100,2.89,light rain
500,Austin,US,30.2672,-97.7431,93.11,33,0,3.0,clear sky
501,Chapais,CA,49.7834,-74.8492,55.44,91,100,8.1,overcast clouds
502,Saint-Georges,GD,12.0564,-61.7485,78.48,94,75,25.32,broken clouds
503,Saint Andrews,US,34.0454,-81.1293,78.6,33,0,7.09,clear sky
504,Jiwani,PK,25.05,61.7417,80.04,81,0,7.2,clear sky
505,Bam,IR,29.106,58.357,78.96,12,0,12.93,clear sky
506,Panaba,MX,21.2833,-88.2667,89.65,32,0,13.49,clear sky
507,Hambantota,LK,6.1241,81.1185,78.64,81,100,16.58,overcast clouds
508,Katherine,AU,-14.4667,132.2667,82.72,65,75,4.61,broken clouds
509,Newburyport,US,42.8126,-70.8773,60.49,85,100,5.99,overcast clouds
510,Pangody,RU,65.85,74.4859,31.06,93,19,2.04,few clouds
511,Deputatskiy,RU,69.3,139.9,8.85,93,100,5.86,overcast clouds
512,Mandalgovi,MN,45.7625,106.2708,32.27,33,0,7.85,clear sky
513,Tommot,RU,58.9564,126.2925,28.13,95,100,9.75,light snow
514,Ponte Nova,BR,-20.4164,-42.9086,82.92,56,20,3.76,few clouds
515,Kununurra,AU,-15.7667,128.7333,82.38,61,40,4.61,scattered clouds
516,Broome,US,42.2506,-75.833,71.02,54,40,4.0,scattered clouds
517,Laukaa,RU,58.7372,29.8453,48.4,97,100,6.35,overcast clouds
518,Lyuban,BY,52.7985,28.0048,50.09,86,100,9.37,overcast clouds
519,Hay River,CA,60.8156,-115.7999,47.14,42,0,10.0,clear sky
520,Ponta Delgada,PT,37.7333,-25.6667,71.51,88,75,5.75,broken clouds
521,Dejen,ET,10.1667,38.1333,52.84,75,36,5.23,scattered clouds
522,Truth Or Consequences,US,33.1284,-107.2528,75.9,56,0,5.75,clear sky
523,Obregon,NI,11.9566,-85.9636,86.85,63,56,6.91,broken clouds
524,Mikhaylovsk,RU,45.1283,42.0256,53.82,100,75,2.24,broken clouds
525,Arlit,NE,18.7369,7.3853,95.52,13,7,17.78,clear sky
526,Guerrero Negro,MX,27.9769,-114.0611,76.26,61,6,8.95,clear sky
527,Mersin,TR,36.862,34.6509,74.16,74,0,3.58,clear sky
528,Nea Stira,GR,38.1833,24.2,65.98,49,0,19.15,clear sky
529,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,99.88,19,60,3.85,broken clouds
530,Amapa,BR,1.0,-52.0,91.81,39,99,5.75,overcast clouds
531,Lewisporte,CA,49.2499,-55.0482,67.55,53,55,4.29,broken clouds
532,Sur,OM,22.5667,59.5289,81.63,60,1,9.57,clear sky
533,Jizan,SA,17.3333,42.6667,87.53,64,72,2.66,broken clouds
534,Bardiyah,LY,31.7561,25.0865,72.91,58,0,13.4,clear sky
535,Chatham,GB,51.3789,0.5279,57.22,62,1,8.99,clear sky
536,Slave Lake,CA,55.2834,-114.769,42.78,81,100,10.36,overcast clouds
537,Pokaran,IN,26.9167,71.9167,87.22,18,3,5.41,clear sky
538,Qujing,CN,25.4833,103.7833,57.42,94,49,4.43,scattered clouds
539,Carutapera,BR,-1.195,-46.02,83.43,68,17,11.3,few clouds
540,Ukiah,US,39.1502,-123.2078,90.37,45,0,4.05,clear sky
541,Moa,CU,20.6569,-74.9403,83.68,75,99,7.85,overcast clouds
542,Kargat,RU,55.1956,80.2811,42.39,98,100,2.46,light rain
543,Riesa,DE,51.3,13.3,62.35,78,100,16.02,overcast clouds
544,Bulungu,CD,-4.55,18.6,75.43,80,94,1.14,overcast clouds
545,Newtonmore,GB,57.066,-4.1192,44.76,90,91,15.21,heavy intensity rain
546,Isiro,CD,2.7739,27.616,65.89,99,75,1.88,moderate rain
547,Lavumisa,SZ,-27.31,31.892,73.33,76,91,4.05,overcast clouds
548,Yamada,JP,39.4667,141.95,48.0,72,53,6.2,broken clouds
549,Paracuru,BR,-3.41,-39.0306,80.11,75,8,15.12,clear sky
550,Batemans Bay,AU,-35.7167,150.1833,57.09,95,100,11.95,light rain
551,Shingu,JP,33.7333,135.9833,63.82,79,100,4.74,overcast clouds
552,Ferrol,ES,43.4832,-8.2369,63.12,95,100,15.48,overcast clouds
553,Semey,KZ,50.4111,80.2275,42.19,40,33,4.27,scattered clouds
554,Cottonwood,US,34.7392,-112.0099,86.79,27,3,3.0,clear sky
555,Malazgirt,TR,39.1427,42.5401,65.05,24,100,5.91,overcast clouds
556,Morristown,US,36.214,-83.2949,74.95,31,0,4.61,clear sky
557,Dudinka,RU,69.4058,86.1778,28.33,93,100,5.77,overcast clouds
558,Alugan,PH,12.2188,125.4808,80.31,79,100,4.16,overcast clouds
559,Norfolk,US,42.1668,-71.2495,58.96,96,100,6.91,mist
560,Ocala,US,29.1872,-82.1401,82.98,48,0,6.91,clear sky
561,Skjervoy,NO,70.0311,20.9714,46.4,83,69,14.07,broken clouds
562,Kathu,TH,7.9178,98.3332,84.69,99,100,7.87,overcast clouds
563,Bimbo,CF,4.2567,18.4158,72.9,94,99,1.48,overcast clouds
564,Solnechnyy,RU,50.7214,136.6319,31.06,51,5,8.9,clear sky
565,Luganville,VU,-15.5333,167.1667,78.39,83,98,11.27,overcast clouds
566,Mozarlandia,BR,-14.7447,-50.5706,91.71,32,99,6.22,overcast clouds
567,Cayenne,GF,4.9333,-52.3333,87.84,62,0,13.8,clear sky
568,Alihe,CN,50.5667,123.7167,23.72,61,1,3.06,clear sky
569,Mayo,US,38.8876,-76.5119,64.81,89,100,6.91,mist
570,Balad,IQ,34.0164,44.1453,87.21,13,0,5.01,clear sky
571,Darhan,MN,49.4867,105.9228,30.61,48,1,3.8,clear sky
572,Gidam,IN,18.9833,81.4,71.98,96,100,1.41,overcast clouds
573,Cortez,US,37.3489,-108.5859,64.04,55,20,9.22,few clouds
574,Barao De Melgaco,BR,-16.1944,-55.9675,97.43,30,94,9.35,overcast clouds
575,Kailua,US,21.4022,-157.7394,84.18,74,40,6.91,scattered clouds
576,Shirokiy,RU,49.758,129.523,27.03,65,3,8.08,clear sky
577,Manggar,ID,-2.8833,108.2667,79.79,81,96,2.8,overcast clouds
578,Umaria,IN,23.5333,80.8333,72.12,96,65,4.59,broken clouds
579,Leshukonskoye,RU,64.8989,45.7622,45.25,94,100,2.95,overcast clouds
580,Poum,NC,-20.2333,164.0167,72.64,65,47,11.14,scattered clouds
581,Damaturu,NG,11.747,11.9608,81.9,55,29,7.76,scattered clouds
582,Hengyang,CN,26.8881,112.615,54.81,80,100,8.08,overcast clouds
583,Kolpashevo,RU,58.3131,82.9089,38.3,87,100,4.61,overcast clouds
584,Santona,ES,43.4439,-3.4576,68.07,91,0,5.12,clear sky
585,Aksu,CN,41.1231,80.2644,57.85,28,87,4.41,overcast clouds
586,Wolfsburg,DE,52.4333,10.8,63.45,68,3,15.12,clear sky
587,Dharchula,IN,29.85,80.5333,64.38,87,61,3.24,broken clouds
588,Stornoway,GB,58.2093,-6.3865,49.96,88,40,17.27,light rain
589,Okakarara,NA,-20.5833,17.4333,77.63,12,45,9.33,scattered clouds
590,Ahuimanu,US,21.4447,-157.8378,83.91,72,40,10.36,scattered clouds
591,Lakes Entrance,AU,-37.8811,147.981,52.16,94,100,18.84,light rain
592,Korla,CN,41.7597,86.1469,55.26,34,0,7.05,clear sky
593,Roebourne,AU,-20.7833,117.1333,72.21,33,11,12.91,few clouds
594,Capao Da Canoa,BR,-29.7456,-50.0097,63.88,76,96,16.6,overcast clouds
595,French Harbor,HN,16.35,-86.4333,79.07,91,75,4.61,broken clouds
596,Maumelle,US,34.8668,-92.4043,84.58,32,0,3.0,clear sky
597,Krasnoselkup,RU,65.7,82.4667,32.85,94,100,9.1,overcast clouds
598,Sorland,NO,67.667,12.6934,49.86,73,100,28.59,overcast clouds
599,Invermere,CA,50.5167,-116.0354,75.07,34,60,2.44,broken clouds
600,Toropets,RU,56.4978,31.6353,46.6,98,100,6.13,overcast clouds
601,Pacifica,US,37.6138,-122.4869,84.63,80,20,8.05,mist
602,Bonavista,CA,48.6499,-53.1147,59.32,65,10,9.24,clear sky
603,Northampton,US,40.8754,-75.2499,61.95,90,98,4.97,overcast clouds
604,Mount Dora,US,28.8025,-81.6445,84.78,46,0,3.0,clear sky
605,Praxedis Guerrero,MX,31.3667,-106.0167,74.66,37,29,2.06,scattered clouds
606,Progreso,MX,21.2833,-89.6667,88.11,52,0,10.22,clear sky
607,Tautira,PF,-17.7333,-149.15,76.42,72,18,24.14,few clouds
608,Fereydun Kenar,IR,36.6864,52.5225,74.71,68,0,2.57,clear sky
609,Urman,RU,54.8831,56.8742,49.95,45,100,5.64,overcast clouds
610,Palasbari,IN,26.1361,91.5486,75.02,97,100,3.15,overcast clouds
611,Slidell,US,30.2752,-89.7812,85.3,50,17,5.01,few clouds
612,Hiriyur,IN,13.9456,76.6192,72.97,82,98,11.25,overcast clouds
613,Fort Dodge,US,42.4975,-94.168,72.54,77,40,0.0,scattered clouds
614,Bayji,IQ,34.9311,43.487,88.29,12,0,8.34,clear sky
615,Urgut,UZ,39.4022,67.2431,49.62,28,0,1.03,clear sky
616,Lanzhou,CN,36.0564,103.7922,49.08,77,100,2.01,overcast clouds
617,Kilifarevo,BG,42.9833,25.6333,42.37,100,98,0.0,overcast clouds
618,Jinchang,CN,38.4953,102.1739,49.39,56,20,3.09,few clouds
619,Nybro,SE,56.7446,15.9071,58.05,85,59,12.41,broken clouds
620,Kutum,SD,14.2,24.6667,84.09,25,94,9.15,overcast clouds
621,Macklin,CA,52.3334,-109.9348,49.59,52,100,11.18,overcast clouds
622,Golyshmanovo,RU,56.3979,68.3728,44.73,47,100,8.12,overcast clouds
623,Puerto Narino,CO,-3.7703,-70.3831,90.9,51,99,2.42,overcast clouds
624,Ambilobe,MG,-13.2,49.05,69.31,81,1,3.98,clear sky
625,Vao,NC,-22.6667,167.4833,70.48,56,99,8.68,overcast clouds
626,Kenitra,MA,34.261,-6.5802,68.76,73,0,3.0,clear sky
627,Yanam,IN,16.7333,82.2167,77.32,95,100,2.04,overcast clouds
628,Berbera,SO,10.4396,45.0143,88.29,66,100,10.42,overcast clouds
629,Serov,RU,59.6033,60.5787,41.47,65,100,5.28,overcast clouds
630,Clyde River,CA,70.4692,-68.5914,25.92,83,99,19.42,light snow
631,Bijie,CN,27.3125,105.2942,58.32,95,100,4.54,overcast clouds
632,Zhicheng,CN,30.2956,111.5047,49.71,78,100,3.74,overcast clouds
633,Alexandria,EG,31.2156,29.9553,75.02,57,0,10.69,clear sky
634,Muisne,EC,0.6,-80.0333,78.06,74,65,11.61,broken clouds
635,Wahpeton,US,46.2652,-96.6059,75.22,41,0,10.36,clear sky
636,Okitipupa,NG,6.5047,4.7839,73.62,97,99,2.8,moderate rain
637,Coihaique,CL,-45.5752,-72.0662,49.95,62,100,6.91,overcast clouds
638,Andenes,NO,69.3143,16.1194,45.93,80,40,12.66,scattered clouds
639,Banos,EC,-1.4,-78.4167,81.61,69,77,5.91,light rain
640,Knysna,ZA,-34.0363,23.0471,54.97,89,100,3.09,overcast clouds
641,Puerto Ayacucho,VE,5.6639,-67.6236,82.06,84,100,4.56,overcast clouds
642,Turtas,RU,58.9417,69.1325,47.77,76,100,2.42,overcast clouds
643,Port Macquarie,AU,-31.4333,152.9167,56.89,93,100,5.08,overcast clouds
644,Santa Cruz Del Sur,CU,20.7147,-77.9956,84.11,69,35,1.63,scattered clouds
645,Nelson Bay,AU,-32.7167,152.15,62.01,97,100,3.0,light rain
646,Parintins,BR,-2.6283,-56.7358,93.22,39,99,4.45,overcast clouds
647,Shimanovsk,RU,52.0,127.7,28.0,65,22,7.85,few clouds
648,Marienburg,PL,54.0359,19.0266,53.89,74,97,9.55,overcast clouds
649,Novaya Bryan,RU,51.7159,108.2691,24.42,78,25,1.36,scattered clouds
650,Oranjemund,NA,-28.55,16.4333,55.98,88,34,10.65,scattered clouds
651,Uni,RU,57.7535,51.4923,45.09,73,100,11.36,overcast clouds
652,Marzuq,YE,14.4,46.4667,75.4,55,58,3.87,broken clouds
653,Ciudad Bolivar,VE,8.1222,-63.5497,90.12,54,77,2.28,broken clouds
654,Kerchevskiy,RU,59.946,56.2884,44.94,62,100,8.97,overcast clouds
655,Karpathos,GR,35.507,27.2132,69.76,64,0,31.07,clear sky
656,Banyo,CM,6.75,11.8167,65.44,93,68,1.77,light rain
657,Hailar,CN,49.2,119.7,25.16,64,33,7.52,scattered clouds
658,Gulabpura,IN,25.9,74.6667,78.03,68,3,4.97,clear sky
659,Yuanping,CN,38.7153,112.7575,41.25,68,84,0.98,broken clouds
660,Camaqua,BR,-30.8511,-51.8122,65.84,68,99,10.83,overcast clouds
661,Te Anau,NZ,-45.4167,167.7167,32.7,84,87,0.65,overcast clouds
662,Korem,ET,12.5058,39.5228,56.71,66,25,3.29,scattered clouds
663,Puerto Vallarta,MX,20.6204,-105.2307,87.91,66,40,8.05,scattered clouds
664,Svetlyy,RU,54.675,20.1347,53.65,74,95,12.68,overcast clouds
665,Belmonte,BR,-15.8631,-38.8828,77.61,75,2,11.25,clear sky
666,Kawalu,ID,-7.3817,108.2082,70.7,97,97,0.34,overcast clouds
667,Mount Pleasant,US,32.7941,-79.8626,78.31,41,0,10.36,clear sky
668,Phonhong,LA,18.5007,102.4166,73.18,94,78,2.19,light rain
669,Adoni,IN,15.6333,77.2833,72.16,91,100,10.58,overcast clouds
670,Sharjah,AE,25.3573,55.4033,84.47,79,0,2.26,clear sky
671,Matagami,CA,49.7502,-77.6328,59.0,88,100,10.92,overcast clouds
